Table,Indicator,Period,Year,Quarter,Value
TABELA 3: INDICADORES DE USO,Contas IME com titulares homens em % da População Adulta masculina,2022,2022,,0.8475926423784763
TABELA 3: INDICADORES DE USO,Contas IME com titulares homens em % da População Adulta masculina,2023Q1,2023,Q1,0.8766896444028065
TABELA 3: INDICADORES DE USO,Contas IME com titulares homens em % da População Adulta masculina,2023Q2,2023,Q2,0.9631226204929336
TABELA 3: INDICADORES DE USO,Contas IME com titulares homens em % da População Adulta masculina,2023Q3,2023,Q3,1.030731031718903
TABELA 3: INDICADORES DE USO,Contas IME com titulares homens em % da População Adulta masculina,2023,2023,,1.0565699737149188
TABELA 3: INDICADORES DE USO,Contas IME com titulares homens em % da População Adulta masculina,2024Q1,2024,Q1,1.0314698008900693
TABELA 3: INDICADORES DE USO,Contas IME com titulares homens em % da População Adulta masculina,2024Q2,2024,Q2,1.0584380432120106
TABELA 3: INDICADORES DE USO,Contas IME com titulares homens em % da População Adulta masculina,2024Q3,2024,Q3,1.1241386539090719
TABELA 3: INDICADORES DE USO,Contas IME com titulares homens em % da População Adulta masculina,2024Q4,2024,Q4,1.2363763384726896
TABELA 3: INDICADORES DE USO,Contas IME com titulares homens em % da População Adulta masculina,2025Q1,2025,Q1,1.2567896978220667
TABELA 3: INDICADORES DE USO,Contas IME com titulares homens em % da População Adulta masculina,2025Q2,2025,Q2,1.360702929302456
TABELA 3: INDICADORES DE USO,Contas IME com titulares homens em % da População Adulta masculina,2025Q3,2025,Q3,1.4208755936540642
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2020Q1,2020,Q1,0.9692015886476617
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2020Q2,2020,Q2,1.0099517059229401
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2020Q3,2020,Q3,1.0539555994373924
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2020,2020,,1.1163505858680145
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2021Q1,2021,Q1,1.07315365660408
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2021Q2,2021,Q2,1.175667848935993
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2021Q3,2021,Q3,1.2649601882821415
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2021,2021,,1.0823841746211424
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2022Q1,2022,Q1,1.0925002722293065
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2022Q2,2022,Q2,0.9781440689337247
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2022Q3,2022,Q3,0.7323992440745609
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2022,2022,,0.849090067359263
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2023Q1,2023,Q1,0.9064715310360273
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2023Q2,2023,Q2,0.9524484880126726
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2023Q3,2023,Q3,0.9850447633681987
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2023,2023,,1.021944284587044
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2024Q1,2024,Q1,1.1719276192485968
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2024Q2,2024,Q2,1.216703968313553
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2024Q3,2024,Q3,1.2456063191627658
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2024Q4,2024,Q4,1.3285688342203887
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2025Q1,2025,Q1,1.108431209999547
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2025Q2,2025,Q2,1.2308894228801364
TABELA 3: INDICADORES DE USO,Contas IME população urbana  em % da População Adulta urbana,2025Q3,2025,Q3,1.2614560860721609
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2020Q1,2020,Q1,0.32167353780216057
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2020Q2,2020,Q2,0.3385465736357678
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2020Q3,2020,Q3,0.3536384155237997
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2020,2020,,0.38489068485112243
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2021Q1,2021,Q1,0.39209866937665216
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2021Q2,2021,Q2,0.4215345538491859
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2021Q3,2021,Q3,0.4872640838943363
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2021,2021,,0.42764168236293265
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2022Q1,2022,Q1,0.4322233793312142
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2022Q2,2022,Q2,0.3694118421105445
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2022Q3,2022,Q3,0.4789080841897564
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2022,2022,,0.5870849034599488
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2023Q1,2023,Q1,0.6498324857505589
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2023Q2,2023,Q2,0.7541921970442687
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2023Q3,2023,Q3,0.840578552028815
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2023,2023,,0.8777124332802342
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2024Q1,2024,Q1,0.7882074930950691
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2024Q2,2024,Q2,0.8190020127505524
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2024Q3,2024,Q3,0.8744115382663784
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2024Q4,2024,Q4,0.9845933106896286
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2025Q1,2025,Q1,1.0909612643776143
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2025Q2,2025,Q2,1.1600387440970337
TABELA 3: INDICADORES DE USO,Contas IME população rural  em % da População Adulta rural,2025Q3,2025,Q3,1.224272256212208
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2020Q1,2020,Q1,0.19198343088397066
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2020Q2,2020,Q2,0.2022887582859913
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2020Q3,2020,Q3,0.19207697945394916
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2020,2020,,0.1933110382970204
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2021Q1,2021,Q1,0.19280519742273416
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2021Q2,2021,Q2,0.191102107165051
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2021Q3,2021,Q3,0.19415504632436004
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2021,2021,,0.1940307490089357
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2022Q1,2022,Q1,0.18879991238969854
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2022Q2,2022,Q2,0.18811014214495622
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2022Q3,2022,Q3,0.17868129029381513
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2022,2022,,0.17521451251313896
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2023Q1,2023,Q1,0.19365373410653408
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2023Q2,2023,Q2,0.18439389509022167
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2023Q3,2023,Q3,0.21110919823030916
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2023,2023,,0.1832796296978294
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2024Q1,2024,Q1,0.18447649638749314
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2024Q2,2024,Q2,0.18980635961339573
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2024Q3,2024,Q3,0.1703080922765419
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2024Q4,2024,Q4,0.16858249379754334
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2025Q1,2025,Q1,0.17082107637467023
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2025Q2,2025,Q2,0.17491689986000653
TABELA 3: INDICADORES DE USO,Cartões em % da População Adulta,2025Q3,2025,Q3,0.180612155109245
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2020Q1,2020,Q1,0.1265526409414168
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2020Q2,2020,Q2,0.13171474390761667
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2020Q3,2020,Q3,0.12434312833093686
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2020,2020,,0.12350075953070874
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2021Q1,2021,Q1,0.2173512262643667
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2021Q2,2021,Q2,0.20978458177610912
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2021Q3,2021,Q3,0.12171064593661927
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2021,2021,,0.12088193038678174
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2022Q1,2022,Q1,0.1154102570353576
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2022Q2,2022,Q2,0.11489244821505482
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2022Q3,2022,Q3,0.10931107806409496
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2022,2022,,0.11044648685839353
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2023Q1,2023,Q1,0.11875685895413285
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2023Q2,2023,Q2,0.11606742442868506
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2023Q3,2023,Q3,0.1342520577122135
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2023,2023,,0.12408331226848086
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2024Q1,2024,Q1,0.12594743049510695
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2024Q2,2024,Q2,0.12718737185172163
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2024Q3,2024,Q3,0.11581218284645546
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2024Q4,2024,Q4,0.11513557512112176
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2025Q1,2025,Q1,0.11634203071347933
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2025Q2,2025,Q2,0.11944590483030447
TABELA 3: INDICADORES DE USO,Cartões com titulares mulheres em % da População Adulta feminina,2025Q3,2025,Q3,0.12341143920244156
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2020Q1,2020,Q1,0.24664370623378445
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2020Q2,2020,Q2,0.25963576151724976
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2020Q3,2020,Q3,0.242546821222536
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2020,2020,,0.24446618659887148
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2021Q1,2021,Q1,0.1368342911550405
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2021Q2,2021,Q2,0.13356340088671179
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2021Q3,2021,Q3,0.23906559470083252
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2021,2021,,0.23322407193500674
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2022Q1,2022,Q1,0.23605947887180428
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2022Q2,2022,Q2,0.23409313509326096
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2022Q3,2022,Q3,0.21868617410172952
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2022,2022,,0.22070585075040938
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2023Q1,2023,Q1,0.2382905548498397
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2023Q2,2023,Q2,0.23175237803368734
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2023Q3,2023,Q3,0.2619502822994142
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2023,2023,,0.2400673039521918
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2024Q1,2024,Q1,0.23877395441819932
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2024Q2,2024,Q2,0.2447460145478474
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2024Q3,2024,Q3,0.21917139298140717
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2024Q4,2024,Q4,0.21701123538597533
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2025Q1,2025,Q1,0.21443168845139746
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2025Q2,2025,Q2,0.22322300954244953
TABELA 3: INDICADORES DE USO,Cartões com titulares homens em % da População Adulta masculina,2025Q3,2025,Q3,0.22957472234507004
TABELA 3: INDICADORES DE USO,Cartões população urbana  em % da População Adulta urbana,2020Q1,2020,Q1,0.36681082356951095
TABELA 3: INDICADORES DE USO,Cartões população urbana  em % da População Adulta urbana,2020Q2,2020,Q2,0.3861688152978288
TABELA 3: INDICADORES DE USO,Cartões população urbana  em % da População Adulta urbana,2020Q3,2020,Q3,0.3659544344689975
TABELA 3: INDICADORES DE USO,Cartões população urbana  em % da População Adulta urbana,2020,2020,,0.36574772802102
TABELA 3: INDICADORES DE USO,Cartões população urbana  em % da População Adulta urbana,2021Q1,2021,Q1,0.34472166997076353
TABELA 3: INDICADORES DE USO,Cartões população urbana  em % da População Adulta urbana,2021Q2,2021,Q2,0.33731341316918156
TABELA 3: INDICADORES DE USO,Cartões população urbana  em % da População Adulta urbana,2021Q3,2021,Q3,0.3444843334357138
TABELA 3: INDICADORES DE USO,Cartões população urbana  em % da População Adulta urbana,2021,2021,,0.3635500024000324
TABELA 3: INDICADORES DE USO,Cartões população urbana  em % da População Adulta urbana,2022Q1,2022,Q1,0.354378583164755
TABELA 3: INDICADORES DE USO,Cartões população urbana  em % da População Adulta urbana,2022Q2,2022,Q2,0.35158289177489
TABELA 3: INDICADORES DE USO,Cartões população urbana  em % da População Adulta urbana,2022Q3,2022,Q3,0.3286482350221111
